artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Dan Hartman,72JvxKnrBhZ9fC9Udv2EPR,"I Can Dream About You - From ""Streets Of Fire"" Soundtrack",0.0524,0.672,248000,0.759,0.0,9,0.0303,-5.93,1,0.0766,113.007,4,0.861,58
Ray Parker Jr.,300zfRaCgTmEm5Eqe3HqZZ,Ghostbusters,0.0125,0.779,240800,0.717,0.0536,6,0.355,-9.7,0,0.0335,115.384,4,0.789,58
Tina Turner,5JjdJK0uGRUk4skRTuQdUZ,Private Dancer - 2015 Remaster,0.363,0.587,434373,0.572,0.0871,2,0.0915,-9.656,1,0.0413,115.466,4,0.471,57
Bronski Beat,7vOLJwP5O0woITaIQWOoUX,Why ?,0.0291,0.573,243773,0.776,0.00256,5,0.171,-9.481,0,0.0385,138.333,4,0.602,57
Howard Jones,4U5Te3C8adcnclsVqppxKy,Like to Get to Know You Well,0.169,0.759,240187,0.599,0.000946,8,0.0369,-9.504,1,0.0395,97.29,4,0.895,56
Deniece Williams,5kaF88lat4fWUiDXP6G48M,"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",0.177,0.783,261893,0.573,8.5e-05,7,0.043,-8.521,1,0.0462,122.744,4,0.789,56
Elton John,2LAgzgp3kmBG6uOqwms3eR,Sad Songs (Say So Much),0.0898,0.761,295533,0.742,0.000951,0,0.0512,-11.207,1,0.025,107.395,4,0.94,56
Ashford & Simpson,4sr4NdrPfds9Qfors9UkiO,Solid,0.27,0.814,312000,0.474,8.16e-06,0,0.599,-12.017,1,0.0309,101.241,4,0.956,55
Huey Lewis & The News,0mZNKyrUmsrlDRoYHWsyMu,I Want A New Drug,0.0786,0.672,211840,0.897,6.4e-06,2,0.389,-4.92,1,0.0541,110.289,4,0.777,55
Frankie Goes To Hollywood,5NN5MQyE3Lo91zAEHpGa7S,Two Tribes,0.00292,0.54,208133,0.621,0.00287,7,0.367,-13.165,1,0.0369,130.202,4,0.195,55
Scandal,2hQnLzly0jRPpLPp23sA4i,The Warrior (feat. Patty Smyth),0.089,0.606,240827,0.777,0.0,2,0.321,-11.034,1,0.0347,123.077,4,0.859,55
Cyndi Lauper,2FAL6hxj5Qxuj0kWOkEOsF,She Bop,0.00088,0.583,229267,0.891,0.000163,9,0.103,-4.565,0,0.0345,136.794,4,0.814,55
The Go-Go's,1p46bniF6fC9kT1v5yjJOI,Head Over Heels,0.0669,0.557,216960,0.81,2.25e-06,2,0.138,-10.573,1,0.0452,157.178,4,0.926,55
James Ingram,5edioRF5SIeNzZafgd1Py1,Yah Mo B There,0.183,0.818,279413,0.512,4.2e-06,0,0.0439,-12.491,1,0.0363,117.842,4,0.96,54
Depeche Mode,3GREm6zSHwKZsJxl0hqbAQ,People Are People - 2006 Remaster,0.0875,0.679,232080,0.829,2.78e-06,9,0.318,-7.288,0,0.0603,119.96,4,0.812,53
Limahl,2IAQnOWKWjj1iA166KznVd,Never Ending Story,0.22,0.579,210013,0.803,0.00116,0,0.22,-7.588,1,0.0281,122.422,4,0.77,53
Julian Lennon,2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,0.16,0.867,214645,0.743,0.00365,11,0.0451,-8.229,0,0.0325,122.42,4,0.969,53
The Pointer Sisters,38TuEl4QqLM1VtJ5LK6FK0,Automatic,0.0934,0.803,287013,0.656,0.0,5,0.324,-7.53,1,0.0556,110.544,4,0.926,51
Bonnie Tyler,734Bm0wCyh215uaDkq1Aq0,"Holding Out for a Hero - From ""Footloose"" Soundtrack",0.0162,0.577,350160,0.83,4.66e-06,9,0.0815,-9.833,0,0.0409,149.69,4,0.856,51
John Lennon,31QuJZfFiMk1uOawow8ejS,Nobody Told Me - Remastered 2010,0.177,0.712,214280,0.936,0.000837,2,0.0443,-4.246,1,0.0364,118.425,4,0.917,51
Night Ranger,6LoSKNsYkRQbyuiReooMjG,Sister Christian,0.135,0.444,300067,0.575,3.6e-06,5,0.122,-8.342,1,0.044,177.358,4,0.21,51
Madonna,4SuabhTNPBTBFjfOjhvRNQ,Borderline,0.0259,0.787,417040,0.526,0.000833,9,0.0469,-12.692,1,0.0424,118.979,4,0.612,50
Paul McCartney,23gmmiGpMHkxWc0XI1ika5,No More Lonely Nights,0.0126,0.315,283627,0.524,0.000191,5,0.131,-8.804,1,0.0378,177.146,4,0.409,50
Bananarama,0MXpsn1TiYioFpB0CJ7PDX,Robert De Niro's Waiting,0.0424,0.686,222189,0.806,0.00027,7,0.296,-5.46,1,0.0272,130.321,4,0.833,50
Spandau Ballet,25OUeDZIDX1UIQlsrWcCgc,Only When You Leave,0.244,0.585,308760,0.831,4.64e-06,7,0.0539,-6.206,0,0.0453,137.271,4,0.701,49
Thompson Twins,6AevVhFCIjykShM9H0oJyd,Doctor! Doctor!,0.297,0.686,279000,0.66,2.6e-05,5,0.151,-11.894,1,0.0309,119.52,4,0.921,49
Mike Reno,3HI7oXJcgIXOhhPBvONWFo,"Almost Paradise (feat. Ann Wilson) - Love Theme from ""Footloose""",0.553,0.598,228667,0.333,3.33e-06,8,0.0773,-11.055,1,0.0313,129.048,4,0.0763,49
Frankie Goes To Hollywood,6PF0WYSCH6OhGKHRHOQSxG,Welcome To The Pleasuredome,0.128,0.665,820907,0.462,0.0157,11,0.649,-18.178,0,0.0391,113.205,4,0.518,48
Shakin' Stevens,5EYmREmnOf2F5PPiCeW1yV,A Rockin' Good Way (to Mess Around and Fall in Love),0.566,0.768,178000,0.802,0.0,11,0.108,-4.026,0,0.0292,129.109,4,0.949,48
Huey Lewis & The News,02B7SoMf8FmdWJdZTqpnWF,The Heart Of Rock & Roll - Single Edit,0.0221,0.581,245733,0.874,2.38e-06,10,0.113,-5.811,1,0.0347,143.284,4,0.947,45
Billy Ocean,270N4xGB60dza0AoB1tT9a,Caribbean Queen (No More Love On the Run),0.132,0.805,475227,0.672,0.00235,5,0.0822,-6.281,1,0.0272,113.849,4,0.969,44
Maria Vidal,0Vw9dU92bdHAZlmwzrdmQ2,Body Rock,0.253,0.73,222173,0.537,8.35e-05,3,0.0382,-11.27,1,0.0332,120.437,4,0.788,44
Alison Moyet,3puGZOgQ9QQ2ZF4pp9MBRn,Love Resurrection,0.144,0.73,230000,0.612,0.00387,9,0.088,-11.154,0,0.0302,122.612,4,0.903,43
Kool & The Gang,1kMInPKhtOag4FX4cMlqOT,Misled,0.012,0.827,246293,0.643,0.00239,11,0.0365,-7.806,1,0.0455,122.373,4,0.938,43
The Police,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,0.0348,117.401,4,0.74,89
Elton John,1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,0.356,0.504,183440,0.904,0.121,6,0.14,-6.863,1,0.179,176.808,4,0.772,86
Lionel Richie,7gaQtc0vrSpmRJpSMDiPEk,All Night Long (All Night),0.111,0.716,383440,0.556,0.0076,1,0.0422,-13.917,1,0.0406,108.828,4,0.8,56
Eurythmics,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,0.225,0.692,216933,0.711,0.0,0,0.12,-7.498,0,0.0317,125.135,4,0.875,85
Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,0.22,0.71,238267,0.799,0.000602,6,0.349,-4.897,1,0.0328,120.372,4,0.725,84
Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,0.0755,0.701,197707,0.944,0.0,4,0.601,-2.986,1,0.0455,128.993,4,0.792,84
Daryl Hall & John Oates,7j74lucZ59vqN67Ipe2ZcY,Maneater,0.0405,0.724,273173,0.498,8.56e-05,11,0.0761,-13.083,0,0.0423,88.825,4,0.823,83
Michael Jackson,7J1uxwnxfQLu4APicE5Rnj,Billie Jean,0.0173,0.932,294227,0.457,0.0436,11,0.0414,-9.62,0,0.0541,117.002,4,0.884,81
Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,0.145,0.431,267360,0.723,0.0,8,0.374,-5.887,1,0.0568,130.141,4,0.19,80
Irene Cara,3cbV252akVZInSvJk7jAYX,Flashdance...What a Feeling - Radio Edit,0.0058,0.572,237053,0.654,3.21e-06,7,0.09,-7.027,0,0.0344,122.491,4,0.399,79
Phil Collins,4YwbSZaYeYja8Umyt222Qf,You Can't Hurry Love - 2016 Remaster,0.0261,0.62,175747,0.936,0.0,7,0.0679,-4.593,1,0.0308,97.527,4,0.763,79
Bob Marley & The Wailers,7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,0.142,0.929,255840,0.463,5.26e-06,9,0.0634,-8.651,1,0.308,124.084,4,0.757,76
Journey,1pTw2cNrp9L3esxLAvWnN2,Separate Ways (Worlds Apart) [2023 Remaster],0.0189,0.467,323667,0.943,4.51e-06,0,0.216,-5.626,1,0.0576,131.536,4,0.453,75
F.R. David,1HPJOoIVdUPuaebxzMrVaD,Words - Original Version 1983,0.372,0.537,209013,0.789,2.66e-05,10,0.138,-5.578,0,0.0549,123.763,4,0.527,74
Michael Jackson,3BovdzfaX4jb5KFQwoPfAw,Beat It,0.0242,0.776,258400,0.711,0.000353,3,0.234,-9.03,0,0.0473,138.728,4,0.901,79
ZZ Top,0bRNszTbTFLNlunAeh7eom,Sharp Dressed Man (2008 Remaster),0.000359,0.601,258027,0.859,0.00124,5,0.0871,-5.264,1,0.0276,125.144,4,0.446,74
New Order,6hHc7Pks7wtBIW8Z6A0iFq,Blue Monday,0.00198,0.762,449160,0.651,0.856,0,0.111,-13.34,1,0.0655,130.395,4,0.941,74
Matthew Wilder,1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,0.195,0.917,184480,0.588,0.0,10,0.0914,-11.047,1,0.0607,110.077,4,0.828,73
U2,6C4LXC9UFH1IKiHYOp0BiJ,Sunday Bloody Sunday - Remastered 2008,0.402,0.543,279440,0.944,0.000564,6,0.0373,-7.495,1,0.0543,101.174,4,0.735,73
Elton John,23l1kVpqMVREiwU1YAlcr4,I Guess That's Why They Call It The Blues,0.217,0.673,285333,0.663,0.017,0,0.177,-7.29,1,0.0269,120.634,3,0.671,73
Dolly Parton,4mnOVRRXsaqg9Nb041xR8u,Islands in the Stream,0.681,0.592,249360,0.473,0.0,8,0.0732,-9.834,1,0.0354,203.989,4,0.741,72
Air Supply,01MXkFA8sL7at6txavDErt,Making Love Out of Nothing at All,0.202,0.388,341747,0.72,0.000288,7,0.283,-5.541,1,0.033,141.283,4,0.554,72
David Bowie,3ix6K4wZY29bCujrSznwFZ,Let's Dance - 2018 Remaster,0.0125,0.654,457676,0.743,0.0272,10,0.153,-7.44,0,0.0605,114.846,4,0.632,72
Genesis,2zFdsAIk9r2Mi7Lmm1w3sM,That's All - 2007 Remaster,0.235,0.596,264573,0.657,0.0139,4,0.102,-8.784,0,0.0345,175.263,4,0.774,72
KC & The Sunshine Band,3yDhZq8f17SmumVmEyCaRN,Give It Up,0.0192,0.862,254240,0.624,0.000153,3,0.0465,-11.63,1,0.0565,124.896,4,0.882,72
Yes,0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,0.175,0.744,268507,0.798,0.00367,7,0.26,-5.981,1,0.0364,125.061,4,0.89,71
Quiet Riot,3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,0.00719,0.409,290960,0.92,0.00105,11,0.0823,-5.439,0,0.12,145.085,4,0.37,71
Michael Sembello,0QKfiqpEU4h9ycPSzIFwYe,Maniac,0.0891,0.617,244707,0.533,4.04e-06,3,0.0415,-11.516,0,0.0651,158.86,4,0.835,71
Def Leppard,18URo35acNKRTHfEdjTcGn,Photograph,0.000343,0.602,247962,0.877,0.635,4,0.0551,-6.606,1,0.0515,123.679,4,0.617,71
Journey,0l5TpsCL1ObiTEsHeWA0by,Faithfully (2023 Remaster),0.0801,0.417,266973,0.573,0.0,11,0.0845,-7.33,1,0.0279,129.559,4,0.29,70
Spandau Ballet,0CsM8VGDi38kusMv3pxyj1,True - Single Edit,0.459,0.742,329147,0.533,0.148,0,0.064,-9.098,1,0.0288,97.395,4,0.391,70
David Bowie,3gxEZXUjrNbl3TlSrTGbR5,Modern Love - 2018 Remaster,0.00375,0.358,288339,0.938,9.2e-06,0,0.117,-5.577,1,0.0483,182.836,4,0.944,71
ZZ Top,29uKzagduhFDTWPCjqaGOg,Gimme All Your Lovin',0.00313,0.63,241080,0.788,0.0233,5,0.0883,-6.7,1,0.0298,120.058,4,0.629,70
Michael Jackson,4cgjA7B4fJBHyB9Ya2bu0t,Human Nature,0.498,0.628,246040,0.409,0.00565,2,0.29,-14.348,1,0.0306,93.005,4,0.755,69
Mike Oldfield,4WpmwEdc4RBos8W8icSSxW,Moonlight Shadow,0.291,0.611,218187,0.72,0.0,4,0.356,-8.359,1,0.0259,128.594,4,0.8,68
Paul McCartney,1db0gbTSKdRQum8VlbNkiO,Say Say Say - Remastered 2015,0.115,0.822,235693,0.686,0.000982,10,0.0463,-10.456,0,0.0472,117.743,4,0.828,68
Bryan Adams,5eaK7PLGwyDXmHfTdWZZuE,Straight From The Heart,0.0766,0.587,211933,0.237,0.0,0,0.139,-18.466,1,0.0272,84.764,4,0.366,67
Rufus,53Za5vyGc1x7GxgJVRjRKc,Ain't Nobody,0.258,0.825,285253,0.811,0.000276,10,0.132,-9.226,0,0.0524,104.28,4,0.789,67
Men At Work,3iA4foXIFpekwHyma7pRs1,Overkill,0.0854,0.646,229467,0.809,0.0,1,0.0806,-3.99,0,0.0282,139.2,4,0.588,67
Kenny Rogers,5vXsj8L4DK1gGQ43BBG028,We've Got Tonight,0.767,0.543,234560,0.227,4.29e-05,8,0.103,-11.247,1,0.0298,123.548,4,0.292,67
Peabo Bryson,7JOyY9GA3P2Evx50oetDKb,Tonight I Celebrate My Love,0.803,0.482,211000,0.211,1.36e-05,3,0.154,-14.518,1,0.0318,116.902,4,0.158,66
Talking Heads,2VNfJpwdEQBLyXajaa6LWT,Burning Down the House,0.00644,0.779,241920,0.87,0.0107,5,0.0399,-13.141,0,0.0574,102.689,4,0.555,66
Def Leppard,2AmEv442DGwSxMGZ9XEvBA,Rock Of Ages,0.00802,0.706,247829,0.785,0.0319,11,0.195,-7.666,0,0.041,105.893,4,0.636,65
Michael Jackson,1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',0.0259,0.842,363400,0.872,0.419,9,0.0573,-8.234,1,0.0455,122.111,4,0.906,66
KISS,3cXiUuiGpFmZ8OdAWKk8Ck,Lick It Up,0.181,0.681,236640,0.773,1.84e-05,2,0.311,-6.051,1,0.058,120.276,4,0.547,65
Rod Stewart,1wrT33b6HuKlpk9ziscEUY,Baby Jane - 2008 Remaster,0.0137,0.641,283493,0.796,0.000115,2,0.358,-8.56,0,0.0407,123.229,4,0.727,65
Culture Club,4NH4xiPQ7TqNGqj6pZV4ki,Karma Chameleon,0.231,0.668,242200,0.473,0.0,10,0.115,-15.402,1,0.0336,91.976,4,0.962,64
Wham!,6tASfEUyB7lE2r6DLzURji,Club Tropicana,0.0294,0.658,265600,0.714,5.7e-05,11,0.651,-9.247,1,0.0519,117.283,4,0.806,64
Spandau Ballet,0Z9UkcT1pnrmLciUJPcMMS,Gold - 2003 Remaster,0.25,0.724,290720,0.802,0.0016,10,0.342,-6.117,0,0.0337,143.116,4,0.729,63
Dio,2PpNgmrS9mAyrkRAwn6YPq,Rainbow in the Dark,0.000692,0.512,256933,0.947,0.114,9,0.0283,-5.659,0,0.0401,117.461,4,0.612,63
Kajagoogoo,6WEBIVqiEsevfgJefTyuQQ,Too Shy,0.127,0.702,221520,0.871,4.18e-05,10,0.0819,-6.728,0,0.0926,107.982,4,0.664,62
Sérgio Mendes,5u8bqfaYSh0qVTsgslPknf,Never Gonna Let You Go,0.567,0.639,255600,0.403,0.0,7,0.67,-12.401,1,0.0349,132.56,4,0.324,61
The Police,400ZJAUFuEuIGXhr7ie4xf,Wrapped Around Your Finger - Remastered 2003,0.0904,0.747,313707,0.448,0.000185,9,0.0631,-11.522,0,0.0345,127.689,4,0.608,61
Donna Summer,3FlOciKDqFlTMPeC7t92Qy,She Works Hard For The Money,0.00486,0.758,320840,0.638,0.0141,8,0.0938,-13.01,0,0.0378,136.502,4,0.984,61
Styx,7C0rG4oWO7VeZcffyW1sK9,Mr. Roboto,0.186,0.663,328707,0.482,0.0,1,0.0521,-12.093,1,0.0479,144.13,4,0.314,60
Dio,57fqmDaokbxZ3TaB0jp39q,Holy Diver,0.0642,0.476,353787,0.901,0.158,8,0.0557,-6.751,1,0.0975,91.955,4,0.109,62
Taco,1taGkdO3DQsNRIQrarhVvc,Puttin' on the Ritz,0.152,0.798,281160,0.292,0.00101,0,0.185,-17.112,1,0.0777,98.653,4,0.812,60
TOTO,7D4EtbE7LfQiH8CWj7fQoz,I Won't Hold You Back,0.404,0.539,293307,0.306,0.0,0,0.0608,-15.067,0,0.0264,102.245,4,0.0643,60
Billy Joel,6kCJMxv445L2okuTiou1fR,Tell Her About It,0.00777,0.565,229200,0.894,0.0,8,0.49,-5.241,1,0.175,182.262,4,0.737,60
Stephen Bishop,2Qmx8W62PEz88T7cGjHDug,It Might Be You,0.567,0.56,258901,0.274,1.07e-05,7,0.108,-16.161,1,0.0256,89.898,4,0.229,60
Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,Thriller,0.0816,0.764,358053,0.887,0.00011,11,0.847,-3.726,1,0.0744,118.427,4,0.72,60
George Benson,1nHN3m6EzCzKAmDgwoLBMD,In Your Eyes,0.703,0.547,200640,0.243,0.0,9,0.163,-16.039,1,0.0321,134.077,4,0.292,60
Madness,1qV6e4ITnfGmA6m6Vklvbi,Our House,0.0285,0.601,201133,0.649,7.71e-05,7,0.127,-10.57,1,0.0554,121.66,4,0.708,59
Siouxsie and the Banshees,34tFidHrETMAjsiK87WVVW,Dear Prudence,0.012,0.426,228200,0.9,0.000735,5,0.69,-4.393,1,0.047,101.492,4,0.42,59
Men At Work,1ArdfXwdvwzapms9p1wxEb,It's A Mistake,0.232,0.7,286973,0.618,2.65e-05,11,0.072,-4.593,1,0.0261,106.061,4,0.937,59
Culture Club,7ct258f3gahMzwbl7VfU2Q,Time (Clock Of The Heart) - Remastered 2003,0.508,0.717,224493,0.773,0.0,0,0.0802,-6.333,0,0.0378,117.107,4,0.899,59
Genesis,6kIwzLSiQU51taaaZ9zWSE,Mama - 2007 Remaster,0.289,0.556,410347,0.769,0.502,9,0.793,-10.536,1,0.0422,82.898,4,0.635,58
Men Without Hats,4t5lrf5rFX6JWAUPKCDlKk,The Safety Dance,0.0803,0.632,165507,0.582,0.00351,5,0.0832,-13.461,1,0.044,101.641,4,0.578,58
Orange Juice,7y4CtoXHFbs8VgcqbaYb9P,Rip It Up,0.0532,0.881,320413,0.546,0.000158,7,0.0497,-9.357,1,0.0407,102.813,4,0.852,57
Stevie Nicks,6sleEAnBH0sZMe0pOQNidG,Stand Back,0.00736,0.638,297093,0.783,0.0447,11,0.0381,-9.455,0,0.0435,115.269,4,0.637,57
Ryan Paris,6AsF1pBjFMIEMXuA8JgRag,Dolce Vita,0.189,0.881,451427,0.738,0.00205,5,0.0602,-9.124,0,0.0406,121.956,4,0.958,56
DeBarge,6ABtlkvl08XQo6Xu24FJaf,All This Love,0.151,0.452,352587,0.674,1.09e-06,5,0.094,-5.636,0,0.0355,187.159,4,0.428,56
Naked Eyes,4LxNjTEnb4uh1gUg1Y5Ycp,"Promises, Promises - US Single Version",0.102,0.746,225840,0.895,0.000242,5,0.0594,-5.381,1,0.0658,115.693,4,0.753,56
Lionel Richie,2SQkCUj5rYrFCRKnaTbYYr,You Are,0.196,0.777,300880,0.456,3.23e-05,1,0.0473,-12.736,1,0.033,111.981,4,0.727,56
Pat Benatar,06dAFXkgM2OGAkGS3CxpEm,Love Is A Battlefield,0.0391,0.673,325067,0.526,0.00313,2,0.0443,-15.157,0,0.0527,90.67,4,0.851,55
Billy Joel,1Gg14U26oq94uWcG7khccX,An Innocent Man,0.0466,0.509,318000,0.382,0.0,0,0.112,-9.441,1,0.0351,105.764,4,0.427,55
The Cure,5rzr3lYGJiw3OXEg8imWgH,The Lovecats,0.459,0.748,220093,0.569,1.21e-06,9,0.364,-12.975,0,0.0752,91.833,4,0.967,54
Christopher Cross,4ucjm7jDReA0IFHGfzOtoZ,All Right,0.167,0.713,259533,0.21,0.0,6,0.194,-23.74,0,0.0434,132.722,4,0.551,54
The Flying Pickets,1U2L6NW89IIy6Gw63C4eP2,Only You,0.774,0.554,203333,0.332,1.56e-06,8,0.0932,-9.834,1,0.025,99.329,4,0.542,54
Bob Seger,1Gxaks4MTbjMCAQ20rx4Iy,Shame On The Moon,0.283,0.615,295053,0.563,0.00118,9,0.117,-7.585,1,0.0254,105.772,4,0.547,54
DeBarge,5dOAshdEVLDMjHBnlMrX12,Time Will Reveal,0.528,0.711,259493,0.259,0.0,0,0.0582,-13.796,1,0.0359,129.75,4,0.433,54
Paul Young,1RmgLVx1f90AuMnqRHZS5j,Come Back and Stay,0.131,0.639,263373,0.861,1.19e-05,6,0.163,-6.051,0,0.0917,130.546,4,0.781,53
Prince,4mVW9vi2QnLzlbK5SoacK6,Little Red Corvette - 2019 Remaster,0.163,0.736,303543,0.858,9.97e-05,1,0.459,-6.054,1,0.098,122.974,4,0.659,52
New Edition,72OrfuJ9RxfLCoqAMeKHCZ,Candy Girl,0.346,0.839,235373,0.623,0.0138,1,0.314,-13.712,1,0.108,103.799,4,0.668,52
The Human League,2a6rF2apJlh6YBZLAMPTJ6,(Keep Feeling) Fascination,0.422,0.717,225520,0.653,0.0,0,0.425,-6.696,1,0.0956,118.271,4,0.682,51
Depeche Mode,31xOx8PgBKBdXk5gfUvr0p,Everything Counts,0.152,0.64,239707,0.663,1.37e-06,9,0.116,-11.08,0,0.0267,113.758,4,0.689,51
Herbie Hancock,2nWHzbBWBOePUvAImQv2So,Rockit,0.0317,0.878,325133,0.951,0.544,7,0.0614,-5.077,1,0.069,111.334,4,0.607,51
Wham!,4ubrU47OYnqRauUoCzckcg,Bad Boys,0.0216,0.812,200973,0.711,0.00131,9,0.319,-7.003,0,0.0385,119.294,4,0.859,50
Freeez,1jtXcBG1gdGiFh8EyjIKcV,"I.O.U. - 7"" Version Remastered",0.0157,0.752,231067,0.77,0.00131,2,0.196,-15.085,0,0.0532,118.671,4,0.837,48
Olivia Newton-John,7k7i5YHJSLTbBSuwnWtSBn,Twist of Fate,0.212,0.608,217053,0.737,0.000202,1,0.0995,-7.573,0,0.0369,164.345,4,0.632,48
The Bluebells,5PwWIKBztoHDVAVcL3IH2X,Young at Heart,0.0574,0.654,204880,0.773,0.00125,2,0.316,-9.689,1,0.0371,114.857,4,0.904,47
Culture Club,2DEEMhTiUMvkiHFdXkrKfI,Church Of The Poison Mind - Remastered 2002,0.0899,0.597,212147,0.902,0.0,7,0.65,-4.246,0,0.0355,130.674,4,0.96,47
Tracey Ullman,0tOkXHcYsR2Y07XiGl0Yme,They Don't Know,0.142,0.505,179627,0.843,7.34e-05,0,0.148,-3.952,1,0.0372,114.076,4,0.809,46
Kool & The Gang,6edQfeOlqbGteYixpJl3Sm,Joanna - Single Version,0.489,0.857,239627,0.602,0.0244,10,0.317,-8.311,1,0.029,105.157,4,0.957,46
The Harmony Group,10kYRZ5byZgBEcmmQizlzj,Electric Avennue,0.409,0.949,192147,0.408,0.000572,2,0.544,-14.377,1,0.2,120.961,4,0.841,46
Howard Jones,5YBbCAsC19yTItMOaRlmG1,What Is Love?,0.271,0.58,219000,0.912,1.75e-06,0,0.0855,-5.83,0,0.063,96.903,4,0.799,45
The Style Council,62bUqzJCBwQekVyC3k6z2J,Long Hot Summer - Single Version,0.696,0.571,229333,0.626,2.47e-05,7,0.122,-11.31,1,0.0617,87.005,4,0.565,45
Paul Young,4aQ1otVH5RkvygLElyaW7j,Love of the Common People - Remastered,0.149,0.731,240733,0.666,3.35e-06,9,0.102,-9.568,1,0.0725,90.836,4,0.865,44
Culture Club,7Fvd99niN50w4auw0MOTqK,Victims - Remastered 2002,0.673,0.423,296013,0.393,0.0,8,0.0917,-10.008,1,0.0312,126.362,4,0.343,44
Madonna,1tO3hJlxoKLQJxgCh6dGC5,"Holiday (7"" Version) - 2022 Remaster",0.0347,0.847,258681,0.819,0.00147,11,0.279,-5.334,0,0.0405,115.858,4,0.886,43
Steve Miller Band,0fnTADkpDxvjA3v0Ss5bpb,Abracadabra,0.0454,0.759,307360,0.778,3.58e-06,9,0.27,-5.799,0,0.0372,127.528,4,0.959,56
The Pointer Sisters,1ot6jEe4w4hYnsOPjd3xKQ,I'm So Excited,0.0962,0.59,230640,0.868,0.000322,5,0.442,-5.832,0,0.048,184.348,4,0.798,75
TOTO,2374M0fQpWi3dLnB54qaLX,Africa,0.257,0.671,295893,0.373,8.01e-05,9,0.0481,-18.064,1,0.0323,92.718,4,0.732,85
Duran Duran,39lSeqnyjZJejRuaREfyLL,Hungry Like the Wolf - 2009 Remaster,0.0433,0.691,220627,0.812,1.16e-06,0,0.299,-7.772,1,0.0558,127.568,4,0.685,75
Survivor,2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,0.216,0.815,243773,0.438,0.000466,0,0.0787,-14.522,0,0.0346,108.965,4,0.552,78
Tears For Fears,0Qv7xi6uPSqH2k82tOkGSt,Mad World,0.0709,0.647,215400,0.896,0.0505,4,0.0614,-5.949,1,0.0509,118.729,4,0.953,70
Dexys Midnight Runners,6nWcEzyxDozQcmxMoNJtYx,Come On Eileen - Single Edit,0.197,0.41,205933,0.874,0.0,0,0.0843,-4.286,1,0.0907,107.08,4,0.824,60
Paul McCartney,3fVSMbeq8tY3G85yxcJwRU,Ebony And Ivory - Remixed 2015,0.0784,0.567,226267,0.692,0.0,4,0.0338,-7.881,1,0.0379,160.697,4,0.708,60
Joe Cocker,4U6mBgGP8FXN6UH4T3AJhu,"Up Where We Belong - From ""An Officer And A Gentleman""",0.634,0.624,232667,0.306,2.67e-05,2,0.0632,-11.831,1,0.0318,139.912,4,0.227,70
Joan Jett & the Blackhearts,2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,0.326,0.535,175173,0.716,0.0,4,0.659,-5.025,1,0.0431,94.379,4,0.901,80
The Clash,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,0.0804,0.743,188987,0.836,0.0,2,0.384,-6.465,1,0.116,113.375,4,0.82,80
Men At Work,3ZZq9396zv8pcn5GYVhxUi,Down Under,0.129,0.739,222320,0.459,0.0194,11,0.0474,-14.42,0,0.0294,107.115,4,0.892,77
Fleetwood Mac,19Ym5Sg0YyOCa6ao21bdoG,Gypsy,0.017,0.622,264907,0.54,0.00771,5,0.265,-13.99,1,0.0261,130.879,4,0.847,75
John Mellencamp,43btz2xjMKpcmjkuRsvxyg,Jack & Diane,0.0365,0.811,254493,0.41,6.63e-06,9,0.0799,-8.214,1,0.0391,103.965,4,0.626,75
The Alan Parsons Project,39qYD4J4BKvZMQgxfXl5bv,Eye In The Sky,0.562,0.823,276280,0.417,0.00098,2,0.0765,-12.643,1,0.032,111.928,4,0.522,74
TOTO,37BTh5g05cxBIRYMbw8g2T,Rosanna,0.0208,0.365,331200,0.513,0.000147,7,0.205,-13.034,0,0.0357,80.647,4,0.739,74
Marvin Gaye,3VZmChrnVW8JK6ano4gSED,Sexual Healing,0.119,0.805,238600,0.602,0.000122,0,0.0581,-9.7,0,0.0579,94.382,4,0.744,73
The J. Geils Band,1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,0.249,0.653,216533,0.677,0.0,0,0.403,-12.244,1,0.0396,114.37,4,0.888,73
